accountID,num_of_pymt,avg_pymt_amount,last_payment_date
5224498,9,31.98,2016-08-24
5229939,2,2.5,2016-08-05
5234480,12,3.25,2016-07-26
5238065,6,10,2016-07-25
5245426,3,5.68,2016-06-05
5267558,7,2.14,2016-04-18
5279592,18,119.44,2016-08-05
5287479,3,11.67,2016-08-05
5351113,9,4.24,2016-08-29
5351324,2,25,2016-05-13
5351791,7,38.23,2016-02-05
5354289,6,4.17,2016-08-26
5368467,6,23.64,2016-08-06
5379948,5,9,2016-08-23
5394778,3,19.33,2016-06-16
5403352,6,6.65,2016-05-26
5417868,11,4.55,2016-04-22
5452329,3,3.78,2016-08-16
5487770,4,1.36,2016-04-23
5582802,3,1.69,2016-08-10
5746091,5,8.59,2016-04-20
5774671,2,6.12,2016-03-30
5779001,4,37.93,2016-05-17
5784233,3,9.5,2016-08-07
5784288,2,3.5,2016-05-25
5794010,3,39.01,2016-09-02
5807786,2,37.5,2016-08-23
5820983,4,16.25,2016-08-17
5832304,5,23.8,2016-07-29
5834192,3,5.33,2016-08-03
5841564,2,26,2016-08-17
5841837,2,5.77,2016-08-11
5845496,2,20,2016-09-02
5464336,2,5,2016-04-01
5477404,3,36.33,2016-03-31
5494636,6,3.87,2016-08-01
5501347,15,13.35,2016-08-30
5506115,4,57,2016-05-01
5513461,2,25,2016-08-20
5524401,5,20,2016-05-27
5533162,7,3.57,2016-07-31
5528859,3,10,2016-07-07
5530024,2,2.5,2016-04-25
5545759,4,8.7,2016-07-19
5554913,2,25,2016-07-20
5570932,2,5.8,2016-08-22
5573739,6,2.5,2016-07-04
5573900,4,1.36,2016-03-20
5583992,5,7.93,2016-08-02
5594281,9,10.56,2016-06-26
5594529,7,15.26,2016-08-03
5624212,4,2.5,2016-04-18
5619756,4,2.5,2016-05-05
5638110,2,2.34,2016-03-08
5792070,13,17.66,2016-08-10
5648958,4,5.5,2016-08-08
5650801,7,4.01,2016-08-15
5656512,2,12.5,2015-11-19
5657443,19,4.76,2016-08-11
5697910,11,8.24,2016-08-29
5693084,10,15.5,2016-07-25
5717771,5,3,2016-07-20
5741004,3,20.03,2016-04-29
5742729,7,14.28,2016-08-15
5751987,12,5.83,2016-09-02
5755594,2,5.45,2016-03-10
5771657,2,1.04,2016-03-30
5780459,3,8.33,2016-08-20
5786009,2,1.3,2016-04-27
5792606,2,58,2016-05-24
5799047,3,4,2016-08-24
5804780,2,5.8,2016-06-07
5807012,3,7.33,2016-07-19
5807358,12,6.22,2016-08-31
5819927,3,11,2016-08-06
5821709,2,1.99,2016-07-02
5822103,2,9.5,2016-07-11
5850013,2,4,2016-08-30
5091381,13,25.85,2016-07-23
5163036,5,10,2016-08-31
5206650,3,8.33,2016-04-16
5219181,25,2,2016-07-20
5219993,49,5.2,2016-08-27
5240454,23,3.91,2016-09-01
5247818,4,15.99,2016-08-23
5276430,9,5,2016-08-10
5287151,2,41.38,2016-07-01
5292650,2,25,2016-02-22
5300412,5,4,2016-08-02
5309011,6,1.67,2016-02-26
5318608,5,7.67,2016-08-23
5328899,4,21,2016-08-02
5330694,42,4.94,2016-08-09
5361686,2,7.5,2016-06-29
5491527,3,8.33,2016-03-11
5417395,2,5,2016-04-16
5420565,11,5.91,2016-07-08
5583279,11,3.18,2016-08-10
5787905,8,12.5,2016-08-15
5770513,3,5,2016-05-16
5778376,2,4,2016-09-01
5784154,3,20.33,2016-06-24
5785644,17,12.66,2016-08-24
5789570,5,9.77,2016-08-12
5792759,4,31.25,2016-07-12
5795254,2,5.73,2016-05-16
5799985,10,8.5,2016-08-30
5820187,2,1,2016-06-29
5834407,6,3.83,2016-09-01
5834150,9,30.63,2016-09-01
5491026,10,39.71,2016-09-01
5471475,14,3.66,2016-06-30
5485129,2,5,2016-06-23
5521902,7,2.14,2016-07-31
5532478,3,13.08,2016-08-31
5537213,2,71.11,2016-06-08
5544266,10,6.5,2016-08-09
5573257,6,4.17,2016-02-16
5573456,8,20.28,2016-06-10
5582546,28,3.94,2016-09-01
5590174,3,18.75,2016-06-14
5609540,3,3.33,2016-08-29
5613406,3,1.67,2015-10-23
5617006,7,14.29,2016-09-01
5622977,4,1.25,2016-03-01
5629288,4,6.81,2016-03-04
5655201,3,18.75,2016-06-09
5793815,3,7.33,2016-05-13
5724395,3,6.67,2016-06-14
5727289,2,66,2016-05-09
5739892,7,11,2016-08-20
5743708,3,-0.65,2016-08-18
5743798,2,1,2016-02-25
5750855,8,40.12,2016-08-18
5751468,3,6.34,2016-08-12
5755125,13,27.08,2016-08-25
5766559,11,33.04,2016-09-03
5767968,3,19.33,2016-06-21
5770867,6,30,2016-06-19
5775052,2,8.18,2016-04-05
5780876,3,6,2016-04-13
5781721,3,4,2016-06-14
5782749,3,9,2016-08-14
5783676,3,9.35,2016-07-18
5783858,4,5.19,2016-08-02
5787446,5,13,2016-08-30
5789557,4,12.39,2016-08-03
5791434,6,26.67,2016-06-26
5798101,2,6.15,2016-05-29
5799155,2,16.47,2016-05-25
5807079,7,49.69,2016-08-24
5819762,3,5.51,2016-08-28
5832416,3,4.94,2016-08-28
5832886,2,3.5,2016-07-30
5833178,2,39.27,2016-08-28
5838103,2,3.5,2016-08-09
5838870,2,7.5,2016-08-06
5841596,2,10,2016-08-17
5847277,2,3.5,2016-08-25
5847435,2,4.66,2016-08-30
5096135,11,45.73,2016-08-15
5099392,2,2.5,2016-03-21
5112567,3,38.67,2016-05-06
5199524,3,3.33,2016-05-13
5210673,6,11.67,2016-07-20
5225041,11,22.91,2016-08-24
5227506,2,12.5,2016-05-20
5234885,4,22.5,2016-08-16
5235659,2,31.42,2016-06-28
5240448,3,3.33,2016-05-27
5278458,5,77.86,2016-08-31
5278820,2,3.72,2016-08-10
5291113,4,5,2016-07-14
5311571,5,2.18,2016-02-24
5328057,5,-2,2016-06-18
5379418,4,16.03,2016-02-16
5402997,2,7.5,2016-05-15
5438898,2,2.5,2016-08-22
5448844,3,7.42,2016-05-15
5452952,6,6.67,2016-06-02
5625560,8,13.75,2016-08-26
5747817,5,8.59,2016-04-03
5768715,3,6.65,2016-04-17
5771072,3,10,2016-04-22
5775548,3,20,2016-06-07
5790406,3,7.57,2016-07-08
5793338,4,16.76,2016-05-19
5799265,2,99.07,2016-05-31
5808638,5,6.39,2016-08-21
5816472,5,24,2016-08-24
5817283,2,17.7,2016-06-23
5825732,2,21,2016-07-10
5825881,3,22.44,2016-07-10
5828389,3,54.88,2016-08-29
5829772,2,4.64,2016-08-19
5852724,2,8.5,2016-09-01
5474798,7,7.86,2016-05-28
5460896,5,5,2016-07-15
5496811,12,4.2,2016-08-18
5524813,5,30,2016-07-17
5547548,2,5.55,2016-08-10
5555527,48,10.1,2016-08-23
5579555,8,37.5,2016-08-04
5583742,4,8.75,2016-08-02
5613763,4,2.53,2016-08-15
5619439,3,1.67,2016-04-09
5623828,10,3.91,2016-08-31
5631629,4,6.25,2016-01-18
5631955,5,4,2016-06-16
5659567,4,3.75,2016-08-02
5660740,6,3.33,2016-09-02
5663412,3,8.33,2016-04-25
5692589,60,12.49,2016-08-01
5702851,2,5,2016-05-29
5711065,4,2.5,2016-04-25
5722928,3,36.33,2016-02-09
5724046,4,2.5,2016-03-31
5725257,2,27.75,2016-08-01
5725592,4,3.75,2016-07-02
5726619,2,2.5,2016-04-05
5732883,2,5,2016-02-29
5737554,4,18.75,2016-08-12
5740267,6,13.63,2016-02-18
5768179,2,13.5,2016-05-06
5775218,4,7.5,2016-08-12
5776152,2,4.45,2016-04-02
5779711,2,59,2016-05-20
5786410,3,17.66,2016-07-13
5787172,2,7.23,2016-08-28
5800215,2,5,2016-05-29
5801265,2,32,2016-06-06
5820669,3,5.09,2016-08-22
5805117,2,15,2016-06-15
5810150,3,5.66,2016-06-21
5820122,3,12.18,2016-08-29
5824632,2,10,2016-08-24
5824571,3,5.66,2016-08-11
5826221,2,3.5,2016-08-11
5062432,3,8.33,2016-06-25
5066290,4,5.5,2016-07-04
5111048,3,11.13,2016-08-14
5136254,4,20.56,2016-07-18
5203438,29,8.33,2016-08-31
5225503,12,5,2016-08-16
5237075,2,12.5,2016-04-12
5247391,3,1.93,2016-08-31
5253155,2,50,2016-07-14
5254550,7,17.86,2016-07-14
5778725,12,1.84,2016-05-28
5279590,12,25,2016-07-17
5280391,21,7.21,2016-08-29
5298875,4,41.13,2016-08-22
5302266,5,4,2016-06-15
5323680,3,5.52,2016-09-02
5344024,4,8.75,2016-07-25
5355731,4,5,2016-08-15
5372342,20,5.75,2016-08-05
5409037,5,5,2016-08-30
5413969,4,6.81,2016-02-10
5429273,5,16.45,2016-07-22
5439361,2,11.5,2016-01-18
5452042,3,6.67,2016-07-15
5458146,3,16.67,2016-06-05
5541842,14,22.14,2016-08-12
5742619,4,7.74,2016-05-13
5751596,2,1.82,2016-03-09
5770184,2,55,2016-05-22
5776770,4,16.23,2016-08-25
5780176,4,4.5,2016-08-11
5787510,4,9.5,2016-08-20
5790180,2,11.35,2016-07-15
5808088,2,29.07,2016-07-17
5816394,2,4,2016-06-21
5816802,6,13.88,2016-07-28
5819691,3,83.33,2016-06-29
5840888,2,1.99,2016-08-10
5459011,2,12.5,2016-02-05
5462376,2,12.5,2016-04-04
5478423,16,0.63,2016-04-06
5483155,7,11.43,2016-08-25
5490794,9,3.79,2016-09-02
5490949,4,9.71,2016-07-18
5502277,7,3.57,2016-02-11
5505229,15,5.33,2016-08-29
5536093,5,7,2016-07-29
5537882,6,3.33,2016-07-19
5542158,3,3.33,2016-07-19
5542221,2,5,2016-04-18
5557659,47,9.57,2016-08-23
5570383,7,8.09,2016-05-31
5584543,18,40.83,2016-08-22
5587655,5,3,2016-08-08
5596578,4,12.5,2016-03-02
5611626,9,1.67,2016-03-23
5623029,4,4.16,2016-08-13
5697026,10,3,2016-08-01
5653445,4,1.25,2016-08-22
5655912,2,12.5,2016-05-20
5656363,2,14.95,2016-07-30
5665296,3,8.33,2016-08-23
5692974,4,5.25,2016-05-18
5696836,5,4,2016-08-04
5702985,2,5,2016-08-09
5704237,2,10,2016-06-28
5704700,3,28,2016-07-10
5707795,7,7.14,2016-05-22
5725783,7,7.97,2016-08-29
5741998,2,10.9,2016-03-23
5744140,2,1.5,2016-02-24
5744240,2,37.5,2016-04-13
5778824,3,7.2,2016-05-11
5784914,3,13.68,2016-04-22
5785710,2,7.1,2016-07-26
5786731,2,4.77,2016-04-27
5792996,4,7.98,2016-08-03
5795599,3,6.67,2016-08-17
5806455,2,3.5,2016-06-22
5816823,4,12.5,2016-08-31
5809724,2,30.16,2016-06-28
5821031,2,4.95,2016-08-26
5822447,3,4.94,2016-08-05
5834060,2,5,2016-07-31
5832330,3,48,2016-07-29
5851488,2,13.59,2016-08-30
5055111,2,5,2016-03-17
5193903,3,9.67,2016-05-16
5202544,3,83.33,2016-08-20
5210108,3,25,2016-06-29
5211918,3,50,2016-08-14
5212838,12,12.92,2016-08-29
5222048,3,38.33,2016-06-15
5232260,3,3.33,2016-05-13
5233042,3,11.31,2016-04-23
5267457,11,4.52,2016-08-16
5276124,7,2.86,2016-08-25
5276547,3,18.17,2016-03-12
5312038,5,4.54,2016-08-19
5337132,3,39.33,2016-08-26
5345571,3,5,2016-07-30
5383099,7,4.79,2016-08-16
5393106,34,14.88,2016-08-25
5412041,6,4.83,2016-06-27
5424824,6,0.49,2016-04-11
5441419,5,2.22,2016-08-09
5510185,5,23,2016-03-14
5771759,2,15,2016-08-22
5774146,4,7.25,2016-05-05
5790299,3,7.66,2016-07-06
5832397,2,8.84,2016-07-29
5835321,2,5.55,2016-08-19
5835331,2,6,2016-08-05
5477193,7,23.86,2016-08-31
5489872,19,6.22,2016-08-25
5526054,19,9.21,2016-08-25
5496328,11,2.52,2016-09-03
5499820,2,5.55,2016-08-21
5499237,4,42.38,2016-08-17
5518592,5,1.11,2016-09-01
5533291,3,7.67,2016-06-02
5538620,7,42.86,2016-08-16
5548699,4,9.79,2016-08-08
5550673,2,2.73,2016-07-06
5555366,13,1.77,2016-08-23
5579580,4,3.75,2016-08-09
5587306,12,56.25,2016-08-24
5588089,5,15,2016-05-27
5594869,50,6.8,2016-08-17
5610736,39,20.82,2016-08-29
5630270,13,5.38,2016-08-13
5636572,10,2.26,2016-03-28
5658053,2,12.5,2016-05-16
5666494,4,10.9,2016-08-19
5695456,7,3.57,2016-07-19
5701253,3,8.33,2016-08-01
5730735,3,5,2016-08-30
5707760,17,18.24,2016-08-15
5709276,4,7.25,2016-05-30
5721237,6,16.9,2016-07-06
5732515,6,6.67,2016-08-08
5734169,3,70.33,2016-08-06
5735566,2,5,2016-03-06
5736447,3,7.43,2016-05-02
5749134,6,6.67,2016-08-14
5751252,3,53.33,2016-03-06
5772990,6,5,2016-07-11
5773653,9,26.65,2016-06-27
5784962,2,6,2016-05-02
5785187,3,7.6,2016-04-25
5786165,3,4.33,2016-07-13
5808455,3,4.43,2016-07-31
5790597,4,3,2016-07-23
5791502,2,2.5,2016-05-10
5793714,3,8.33,2016-05-17
5795542,2,7.83,2016-08-17
5795722,13,12.92,2016-08-06
5799174,2,6,2016-05-27
5802370,3,5,2016-08-29
5826110,2,4,2016-08-22
5825101,2,6.57,2016-07-08
5832872,4,7.5,2016-08-27
5842476,3,4,2016-08-26
5845595,2,15.79,2016-09-02
5847922,2,8.33,2016-08-24
5034564,22,18.99,2016-08-22
5038020,2,3.09,2016-04-21
5202904,2,2.5,2016-08-25
5205954,4,10.1,2016-06-26
5209607,2,13.63,2016-06-16
5215068,3,3.33,2016-02-16
5216996,5,16.9,2016-09-01
5225559,13,1.54,2016-08-22
5240966,6,13.13,2016-07-07
5247511,4,8.47,2016-06-16
5248304,16,25.68,2016-08-17
5278759,7,4.29,2016-04-18
5284811,2,5,2016-08-03
5294727,3,50,2016-08-22
5320156,2,25,2016-08-24
5337838,3,7.57,2016-08-11
5353438,3,5.7,2016-09-02
5362776,4,12.5,2016-05-12
5370002,6,11.28,2016-08-26
5371407,9,4.71,2016-07-22
5396247,5,5,2016-06-23
5400769,4,6.81,2016-03-26
5413881,31,2.42,2016-08-30
5417884,8,4.26,2016-07-25
5418857,6,11.67,2016-06-17
5423653,9,18.89,2016-08-30
5447092,8,4.38,2016-08-28
5752518,2,8.18,2016-03-03
5789902,4,4.25,2016-08-21
5832880,2,4.64,2016-07-28
5840302,2,1,2016-08-09
5841078,2,3.5,2016-08-10
5845636,2,7.5,2016-08-20
5852242,2,17.5,2016-08-31
5472022,4,7.6,2016-08-17
5498775,8,10.26,2016-06-03
5476974,3,11.67,2016-08-31
5490961,2,12.5,2016-05-02
5494414,11,15.45,2016-07-14
5503674,14,12.14,2016-08-03
5511228,3,6.67,2016-06-10
5528962,4,8.75,2016-02-18
5547641,3,9.67,2016-05-07
5570232,3,8.33,2016-04-11
5576334,2,12.5,2016-04-13
5576995,5,100,2016-07-05
5578497,6,18.33,2016-08-29
5585686,2,14.5,2016-05-16
5586721,5,7,2016-06-06
5587777,4,25,2016-04-14
5590706,4,2.5,2016-06-20
5607824,8,3.13,2016-09-01
5609537,4,7.13,2016-04-11
5611988,2,25,2016-07-13
5618483,6,3.33,2016-07-13
5625094,17,2.31,2016-08-09
5627516,4,9.54,2016-03-23
5632266,4,8,2016-04-10
5641673,7,11.43,2016-07-07
5663640,5,16.7,2016-08-13
5689784,15,1.76,2016-04-12
5665864,2,12.5,2016-04-11
5698957,7,4.29,2016-07-04
5701219,2,2.5,2016-02-12
5736592,3,2.83,2016-03-31
5717414,11,12.56,2016-07-21
5725022,3,4,2016-06-30
5726065,9,6.34,2016-08-21
5728354,6,13.33,2016-05-17
5733589,5,6,2016-05-12
5738834,5,5.6,2016-08-09
5751035,5,3.4,2016-06-20
5752051,2,5,2016-04-05
5756322,3,2.99,2016-08-01
5768856,2,4,2016-03-26
5773295,2,7.5,2016-04-26
5774177,4,8.75,2016-09-02
5786820,3,13.33,2016-07-10
5792955,2,4,2016-08-21
5796659,3,5,2016-07-22
5800298,2,11,2016-05-29
5819224,3,4,2016-08-18
5827755,2,3.5,2016-08-02
5828252,3,5,2016-07-22
5828490,4,15.5,2016-08-27
5082660,5,20,2016-08-23
5105707,19,7.11,2016-08-21
5134488,13,4.62,2016-07-23
5160504,2,5,2016-07-03
5190413,4,17.1,2016-04-12
5219085,3,5.52,2016-08-29
5238896,10,25,2016-08-28
5248532,3,5,2016-04-11
5257091,2,12.5,2016-03-16
5272093,4,6.94,2016-07-18
5281588,7,10,2016-05-20
5293784,4,101,2016-06-22
5300487,8,15.63,2016-07-27
5310491,3,7.5,2016-06-22
5317811,2,12.5,2016-07-30
5340318,3,20,2016-07-16
5340524,4,49.5,2016-08-23
5371832,8,6.29,2016-08-10
5373198,3,3.7,2016-07-01
5378634,10,61.8,2016-08-31
5378888,9,8.14,2016-08-08
5385579,2,12.5,2016-05-28
5391063,3,21.23,2016-05-06
5393323,5,11.25,2016-06-12
5628616,3,9.67,2016-06-23
5414324,2,10,2016-07-13
5434436,9,93.33,2016-08-23
5582833,84,3.93,2016-08-28
5751077,3,5.66,2016-03-01
5770843,2,4,2016-03-26
5771266,2,7.5,2016-04-28
5781863,5,14,2016-08-22
5787879,2,7.5,2016-04-29
5796415,9,5.49,2016-08-23
5804012,3,32.96,2016-07-13
5809273,11,7.79,2016-07-07
5825900,2,3.5,2016-07-11
5842789,3,6.4,2016-08-22
5460340,3,7.57,2016-08-31
5476220,5,7.77,2016-05-11
5485263,7,0.71,2016-05-02
5485310,2,17.5,2016-07-17
5493182,3,33.33,2016-07-05
5499754,19,3.68,2016-08-23
5519650,3,18.92,2016-08-15
5510314,17,14.71,2016-08-10
5517585,4,6.96,2016-07-23
5518303,2,17.5,2016-07-05
5541829,2,2.5,2016-05-21
5545370,4,18.75,2016-08-23
5530882,15,16.17,2016-08-14
5570887,2,8,2016-08-10
5571219,2,2.73,2016-03-23
5575230,18,6.67,2016-08-23
5576027,3,6.67,2016-07-18
5576081,3,37.17,2016-05-03
5590720,2,5,2016-07-26
5602308,3,3.8,2016-04-11
5616609,3,2.42,2016-02-18
5622132,22,1.65,2016-08-23
5624602,5,21.2,2016-08-20
5657765,9,5,2016-04-22
5665531,6,3.77,2016-07-12
5668053,3,7.57,2016-07-07
5677225,6,6,2016-08-05
5693508,9,5.56,2016-08-14
5694054,2,5,2016-07-15
5698704,28,3.54,2016-07-19
5704436,5,2,2016-08-09
5700659,6,45,2016-03-08
5702507,5,45.71,2016-08-11
5716562,2,5,2016-02-29
5722016,2,12.5,2016-05-16
5722684,5,7,2016-03-10
5724613,2,5.45,2016-03-15
5732766,2,12.5,2016-07-29
5737842,2,1.5,2016-02-05
5739428,4,13.25,2016-03-08
5741235,5,22.68,2016-06-18
5743814,3,4.82,2016-08-26
5746462,2,19.95,2016-05-29
5747346,4,9,2016-04-01
5751276,7,7.42,2016-08-06
5756029,4,52.73,2016-07-18
5793543,2,7.5,2016-09-01
5797644,2,21,2016-05-22
5815211,2,6,2016-08-02
5825100,2,10.5,2016-07-14
5827231,6,5,2016-08-25
5833156,2,6,2016-07-26
5089439,6,66.67,2016-09-02
5192855,4,7.25,2016-06-18
5199730,2,8.53,2016-06-15
5202707,7,21.43,2016-09-02
5203446,22,2.27,2016-08-03
5210637,9,4.44,2016-08-30
5229096,9,3.89,2016-08-22
5278828,3,9.08,2016-03-22
5285147,3,21.67,2016-03-18
5308941,14,3.21,2016-09-01
5319179,17,214.85,2016-08-28
5334594,5,13.47,2016-08-16
5370033,8,14.38,2016-06-09
5395331,2,30.85,2016-04-13
5398504,7,29.1,2016-04-19
5410138,5,6,2016-03-01
5436845,3,13.12,2016-08-02
5446461,95,3.21,2016-08-11
5459024,2,27.25,2015-07-14
5590599,2,14.5,2016-06-16
5722243,3,3.33,2016-03-27
5750612,4,4.5,2016-07-16
5767996,9,3.78,2016-09-03
5776982,3,6.67,2016-06-07
5788508,2,3.99,2016-08-01
5796734,5,16,2016-08-06
5801095,2,16,2016-05-31
5803868,2,9.78,2016-06-06
5805190,2,30.16,2016-06-09
5819177,3,2.67,2016-07-02
5843558,2,16.65,2016-08-31
5459296,4,6.25,2016-06-14
5472707,30,2.62,2016-09-01
5487895,47,5.09,2016-08-21
5506889,11,5.11,2016-05-03
5509023,2,2.5,2016-05-08
5513409,3,0.81,2016-06-08
5513676,8,56,2016-08-31
5514809,2,7.5,2016-08-18
5517492,6,8.33,2016-07-29
5549087,14,5,2016-08-23
5558235,5,17,2016-08-22
5579479,2,5.55,2016-07-19
5584075,4,12.5,2016-08-24
5611457,2,5.45,2016-07-06
5613785,3,16.67,2016-05-23
5621885,3,3.63,2016-02-14
5628954,3,8.33,2016-04-13
5632838,8,13.13,2016-07-13
5633257,3,19.33,2016-05-21
5635220,3,1.67,2016-07-17
5637817,4,14.9,2016-07-07
5640869,4,3.75,2016-07-02
5644428,2,25,2016-08-03
5644781,5,7,2016-07-11
5644856,5,4.45,2016-08-31
5657510,3,1.93,2016-08-13
5661028,2,14.5,2016-05-23
5669643,6,20.83,2016-05-07
5690449,6,7.5,2016-02-24
5696950,2,2.5,2016-07-25
5702935,3,11.67,2016-08-08
5722880,3,2.06,2016-08-05
5740357,4,6.75,2016-04-16
5754304,5,5.3,2016-08-17
5771100,2,5.77,2016-07-21
5772236,2,6,2016-03-28
5780777,4,14.25,2016-06-28
5783110,2,4,2016-04-22
5786856,3,5.66,2016-04-29
5791798,2,13.5,2016-08-09
5793424,3,7.33,2016-05-24
5798942,3,28.67,2016-05-24
5801141,8,47.85,2016-06-13
5826086,2,9.25,2016-08-09
5831268,2,8,2016-08-06
5057153,6,12.5,2016-07-27
5098109,9,8.33,2016-08-17
5143150,5,11.1,2016-07-02
5173048,3,10,2016-08-24
5183087,3,14.59,2016-06-15
5195441,4,7.5,2016-08-11
5198086,13,10,2016-06-12
5207456,5,2,2016-04-29
5207637,3,3.33,2016-06-18
5212468,4,28.13,2016-07-22
5218370,5,30,2016-08-06
5224228,10,60,2016-08-14
5225480,23,1.96,2016-09-02
5227027,9,3.13,2016-07-21
5241806,4,34.19,2016-07-20
5253376,15,0.67,2016-03-01
5271828,3,10.9,2016-03-29
5318553,6,5.83,2016-07-10
5318562,3,37,2016-07-19
5327200,19,47.89,2016-06-23
5346341,3,16.67,2016-06-13
5372687,4,2.5,2016-08-16
5385841,3,92.5,2016-07-01
5390455,3,6.63,2016-08-14
5395257,4,18.75,2016-07-14
5408244,10,1.69,2016-04-25
5444145,2,2.5,2016-03-29
5444462,2,25,2016-02-16
5452788,5,40,2016-08-20
5596104,9,7.78,2016-05-05
5746332,2,1.24,2016-02-23
5748515,5,4.4,2016-07-05
5765162,2,29,2016-08-25
5775478,3,10.65,2016-03-31
5782631,2,4.25,2016-04-30
5784138,3,7.66,2016-06-27
5799340,3,19,2016-08-29
5806701,3,4,2016-08-17
5833593,2,4.64,2016-07-27
5840819,2,4.03,2016-08-23
5474463,4,13.63,2016-03-08
5481022,4,5,2016-07-20
5487392,2,15,2016-08-12
5493507,3,11.67,2016-08-23
5501983,8,37.5,2016-08-20
5505836,2,2.5,2016-05-31
5517298,4,31.25,2016-09-02
5729915,4,26.25,2016-08-26
5534771,6,7.12,2016-09-03
5536233,2,4.06,2016-03-13
5554741,7,15,2016-06-30
5559102,2,2.5,2016-04-10
5561423,16,39.22,2016-07-27
5576885,7,18.13,2016-08-31
5585253,2,12.5,2016-05-09
5590192,11,5.59,2016-08-10
5593939,5,2,2016-08-09
5608828,3,1.82,2015-11-01
5613173,5,4,2016-06-19
5620645,5,6,2016-07-15
5633093,5,2,2016-06-16
5632153,6,1.66,2016-02-20
5656454,3,8.33,2016-04-26
5658069,4,1.25,2016-07-29
5666959,2,1.28,2016-05-30
5693561,25,7.8,2016-08-24
5698184,3,8.33,2016-06-10
5700894,3,3.7,2016-08-15
5707126,3,10,2016-04-14
5712721,3,41.67,2016-08-13
5727596,4,4.11,2016-08-23
5732094,2,2.5,2016-02-27
5733923,3,3.33,2016-07-07
5744762,3,8.33,2016-08-18
5746181,11,15,2016-09-01
5748040,2,4,2016-02-24
5768926,2,6.5,2016-03-18
5777202,3,5.33,2016-04-06
5778523,3,4,2016-06-08
5786308,2,16.47,2016-06-15
5786325,2,24.27,2016-05-10
5790415,2,2.5,2016-06-29
5794537,2,1,2016-05-15
5791871,2,75,2016-05-09
5798545,2,1,2016-05-24
5799148,2,34.18,2016-06-15
5804403,3,4.1,2016-06-07
5827756,3,18.66,2016-08-31
5838416,2,5,2016-08-08
5851147,2,6,2016-08-29
5852892,2,6,2016-09-02
5191071,132,10.8,2016-09-02
5195185,8,9.38,2016-07-12
5204254,18,10.8,2016-09-01
5216186,12,7.08,2016-06-19
5224882,6,58,2016-08-31
5227494,4,8.4,2016-08-17
5230370,18,4.72,2016-04-26
5236533,3,8.33,2016-05-16
5254855,5,5.45,2016-03-03
5271750,7,3.57,2016-08-02
5277694,2,6.5,2016-08-27
5278749,14,3.89,2016-03-31
5279916,4,38.75,2016-08-08
5283438,9,3.89,2016-07-30
5299019,8,8.13,2016-09-01
5329149,8,12.5,2016-08-25
5338708,5,4.05,2016-06-17
5345292,7,4.04,2016-08-23
5370565,2,13.63,2016-03-31
5387454,21,27.38,2016-08-23
5406073,10,13.98,2016-08-05
5409230,24,2.36,2016-07-06
5428945,5,5,2016-03-08
5774842,2,5.63,2016-05-06
5789919,3,5.72,2016-07-24
5805199,2,5.68,2016-08-24
5808025,5,6,2016-09-01
5815354,25,27.68,2016-08-25
5819205,4,29.25,2016-07-17
5836890,2,10.9,2016-08-04
5847622,2,5.77,2016-08-22
5850721,3,38.85,2016-08-28
5457909,3,11.67,2016-07-29
5483729,16,17.19,2016-08-24
5487387,2,10,2016-08-22
5519052,11,2.73,2016-04-02
5545706,5,9,2016-08-23
5573481,2,5.8,2016-08-16
5577117,7,28.57,2016-07-14
5577739,30,1.4,2016-04-23
5593317,21,3.23,2016-08-31
5594270,6,7.5,2016-03-05
5605217,6,33.33,2016-08-17
5619199,3,18.5,2016-07-29
5617809,5,1.09,2016-04-01
5631372,3,3.33,2016-06-16
5648389,3,11.67,2016-03-06
5659690,2,12.5,2016-02-26
5661002,2,2.5,2016-03-02
5663540,3,3.33,2016-08-15
5665853,5,12,2016-05-14
5704032,5,10,2016-06-08
5725143,4,8.75,2016-08-26
5724438,11,5.91,2016-06-07
5725248,3,51.29,2016-07-29
5728880,10,13.5,2016-08-08
5729809,2,12.5,2016-05-23
5730972,4,5,2016-03-30
5767742,7,7.95,2016-06-10
5789401,2,6.5,2016-06-24
5790714,3,4,2016-08-07
5792560,5,57.19,2016-07-13
5794502,2,2.9,2016-08-15
5795834,4,3.88,2016-07-19
5796845,2,6.78,2016-05-24
5806772,3,2.33,2016-06-13
5819906,2,3.5,2016-06-29
5828947,4,10.84,2016-07-19
5840770,2,3.5,2016-09-02
5842280,2,53.5,2016-08-18
5028938,58,3.71,2016-09-02
5064052,3,7.5,2016-07-19
5104472,22,2.05,2016-06-11
5136332,11,35,2016-08-18
5139922,48,729.17,2016-08-29
5164431,4,5.63,2016-06-06
5197696,3,9.5,2016-04-08
5221072,2,29,2016-08-31
5235801,3,7.33,2016-08-03
5274879,5,11.35,2016-08-23
5295091,51,7.98,2016-08-25
5300520,2,5.45,2016-08-05
5301562,2,30,2016-08-14
5301771,3,1.67,2016-08-31
5307529,9,2.22,2016-07-28
5307950,2,50,2016-05-10
5308612,4,6.81,2016-08-10
5332972,5,3.4,2016-08-29
5347840,3,3.33,2016-06-14
5354492,2,25,2016-07-02
5381877,2,12.5,2016-08-23
5386135,3,3.33,2016-03-07
5388886,4,21.25,2016-08-09
5442690,6,3.72,2016-04-10
5453498,3,5,2016-05-17
5750705,4,4.25,2016-07-29
5767867,2,5.45,2016-03-23
5787770,2,7.3,2016-04-30
