id,room,start date,end date,request id
5826,D19,3/12/16,3/14/16,2811
5827,S59,1/18/16,1/19/16,2812
5828,S60,1/18/16,1/19/16,2812
5829,S61,1/18/16,1/19/16,2812
5830,S62,1/18/16,1/19/16,2812
5831,X49,1/28/16,1/30/16,2813
5832,N77,3/22/16,4/1/16,2814
5833,N78,3/22/16,4/1/16,2814
5834,D45,2/24/16,3/3/16,2815
5835,D46,2/24/16,3/3/16,2815
5836,D47,2/24/16,3/3/16,2815
5837,N71,2/21/16,2/29/16,2816
5838,N72,2/21/16,2/29/16,2816
5839,S131,1/9/16,1/13/16,2817
5840,S132,1/9/16,1/13/16,2817
5841,L11,3/12/16,3/15/16,2818
5842,L18,3/12/16,3/15/16,2818
5843,S71,1/20/16,1/24/16,2819
5844,L10,1/1/16,1/2/16,2820
5845,N106,2/7/16,2/10/16,2821
5846,N107,2/7/16,2/10/16,2821
5847,N108,2/7/16,2/10/16,2821
5848,N109,2/7/16,2/10/16,2821
5849,N110,2/7/16,2/10/16,2821
5850,N111,2/7/16,2/10/16,2821
5851,L26,1/27/16,2/4/16,2822
5852,L27,1/27/16,2/4/16,2822
5853,L43,3/15/16,3/18/16,2823
5854,N112,2/8/16,2/10/16,2825
5855,N113,2/8/16,2/10/16,2825
5856,D41,2/14/16,2/17/16,2826
5857,S74,1/16/16,1/21/16,2827
5858,S75,1/16/16,1/21/16,2827
5859,S80,1/16/16,1/21/16,2827
5860,N79,3/29/16,4/3/16,2828
5861,N80,3/29/16,4/3/16,2828
5862,N81,3/29/16,4/3/16,2828
5863,N82,3/29/16,4/3/16,2828
5864,N41,2/1/16,2/4/16,2829
5865,N55,2/1/16,2/4/16,2829
5866,N69,2/1/16,2/4/16,2829
5867,X43,3/22/16,3/26/16,2830
5868,X44,3/22/16,3/26/16,2830
5869,L24,3/28/16,4/1/16,2831
5870,N46,1/17/16,1/26/16,2832
5871,N47,1/17/16,1/26/16,2832
5872,N48,1/17/16,1/26/16,2832
5873,D43,3/30/16,4/4/16,2833
5874,D44,3/30/16,4/4/16,2833
5875,D45,3/30/16,4/4/16,2833
5876,L44,1/16/16,1/18/16,2834
5877,L45,1/16/16,1/18/16,2834
5878,S18,2/27/16,2/29/16,2835
5879,S19,2/27/16,2/29/16,2835
5880,S32,2/27/16,2/29/16,2835
5881,S33,2/27/16,2/29/16,2835
5882,S40,2/27/16,2/29/16,2835
5883,D38,3/6/16,3/15/16,2836
5884,L24,2/15/16,2/19/16,2837
5885,S73,3/18/16,3/21/16,2838
5886,S76,3/18/16,3/21/16,2838
5887,S77,3/18/16,3/21/16,2838
5888,N93,3/3/16,3/5/16,2839
5889,N94,3/3/16,3/5/16,2839
5890,N95,3/3/16,3/5/16,2839
5891,X45,2/9/16,2/20/16,2840
5892,X46,2/9/16,2/20/16,2840
5893,S67,1/17/16,1/20/16,2841
5894,S68,1/17/16,1/20/16,2841
5895,D27,1/11/16,1/14/16,2842
5896,D28,1/11/16,1/14/16,2842
5897,D29,1/11/16,1/14/16,2842
5898,D39,3/6/16,3/10/16,2843
5899,D40,3/6/16,3/10/16,2843
5900,L28,1/30/16,2/2/16,2845
5901,D36,3/1/16,3/7/16,2846
5902,X45,3/20/16,3/29/16,2847
5903,L31,2/21/16,2/28/16,2848
5904,D46,3/28/16,4/4/16,2849
5905,L45,3/10/16,3/12/16,2850
5906,L46,3/10/16,3/12/16,2850
5907,N49,1/22/16,1/26/16,2851
5908,N50,1/22/16,1/26/16,2851
5909,N51,1/22/16,1/26/16,2851
5910,N52,1/22/16,1/26/16,2851
5911,N53,1/22/16,1/26/16,2851
5912,N103,1/30/16,2/7/16,2852
5913,N104,1/30/16,2/7/16,2852
5914,N105,1/30/16,2/7/16,2852
5915,N106,1/30/16,2/7/16,2852
5916,N107,1/30/16,2/7/16,2852
5917,N108,1/30/16,2/7/16,2852
5918,N109,1/30/16,2/7/16,2852
5919,N110,1/30/16,2/7/16,2852
5920,N111,1/30/16,2/7/16,2852
5921,L25,3/27/16,4/4/16,2853
5922,D36,2/13/16,2/20/16,2854
5923,L50,2/2/16,2/7/16,2855
5924,X55,1/23/16,1/29/16,2856
5925,L14,3/1/16,3/6/16,2857
5926,S80,2/5/16,2/9/16,2858
5927,S81,2/5/16,2/9/16,2858
5928,S54,2/2/16,2/5/16,2859
5929,S55,2/2/16,2/5/16,2859
5930,S61,2/2/16,2/5/16,2859
5931,N83,1/5/16,1/12/16,2860
5932,N84,1/5/16,1/12/16,2860
5933,N97,1/5/16,1/12/16,2860
5934,N98,1/5/16,1/12/16,2860
5935,N99,1/5/16,1/12/16,2860
5936,N100,1/5/16,1/12/16,2860
5937,D46,3/22/16,3/24/16,2861
5938,X36,1/17/16,1/19/16,2862
5939,N78,1/1/16,1/9/16,2863
5940,N79,1/1/16,1/9/16,2863
5941,S71,3/20/16,3/21/16,2864
5942,S72,3/20/16,3/21/16,2864
5943,S84,3/20/16,3/21/16,2864
5944,S85,3/20/16,3/21/16,2864
5945,L26,2/5/16,2/10/16,2865
5946,L27,2/5/16,2/10/16,2865
5947,N80,1/1/16,1/5/16,2866
5948,N81,1/1/16,1/5/16,2866
5949,N82,1/1/16,1/5/16,2866
5950,N83,1/1/16,1/5/16,2866
5951,N84,1/1/16,1/5/16,2866
5952,S50,2/12/16,2/22/16,2867
5953,S51,2/12/16,2/22/16,2867
5954,S52,2/12/16,2/22/16,2867
5955,X56,1/23/16,1/24/16,2868
5956,X57,1/23/16,1/24/16,2868
5957,L44,3/12/16,3/19/16,2869
5958,N90,1/6/16,1/17/16,2870
5959,N91,1/6/16,1/17/16,2870
5960,N92,1/6/16,1/17/16,2870
5961,X20,2/18/16,2/21/16,2871
5962,N104,1/7/16,1/10/16,2872
5963,N105,1/7/16,1/10/16,2872
5964,N106,1/7/16,1/10/16,2872
5965,N113,3/2/16,3/5/16,2873
5966,N114,3/2/16,3/5/16,2873
5967,N115,3/2/16,3/5/16,2873
5968,N128,3/9/16,3/10/16,2874
5969,L36,3/21/16,3/28/16,2875
5970,S72,1/21/16,1/24/16,2877
5971,S73,1/21/16,1/24/16,2877
5972,S74,1/21/16,1/24/16,2877
5973,S75,1/21/16,1/24/16,2877
5974,L22,1/4/16,1/5/16,2878
5975,D44,1/27/16,1/30/16,2879
5976,S93,3/11/16,3/18/16,2880
5977,S94,3/11/16,3/18/16,2880
5978,S95,3/11/16,3/18/16,2880
5979,S96,3/11/16,3/18/16,2880
5980,X58,1/21/16,1/27/16,2881
5981,S15,1/6/16,1/8/16,2882
5982,S16,1/6/16,1/8/16,2882
5983,S17,1/6/16,1/8/16,2882
5984,S39,1/6/16,1/8/16,2882
5985,S74,1/13/16,1/19/16,2883
5986,D16,1/9/16,1/11/16,2885
5987,L7,2/16/16,2/17/16,2886
5988,N65,2/22/16,2/24/16,2887
5989,N66,2/22/16,2/24/16,2887
5990,N67,2/22/16,2/24/16,2887
5991,N68,2/22/16,2/24/16,2887
5992,S82,1/15/16,1/18/16,2888
5993,S83,1/15/16,1/18/16,2888
5994,S91,1/15/16,1/18/16,2888
5995,S92,1/15/16,1/18/16,2888
5996,S93,1/15/16,1/18/16,2888
5997,N52,1/9/16,1/11/16,2890
5998,N53,1/9/16,1/11/16,2890
5999,N64,1/9/16,1/11/16,2890
6000,N65,1/9/16,1/11/16,2890
6001,N66,1/9/16,1/11/16,2890
6002,D20,3/2/16,3/6/16,2891
6003,D13,2/27/16,2/28/16,2892
6004,S112,3/22/16,3/24/16,2893
6005,S113,3/22/16,3/24/16,2893
6006,S114,3/22/16,3/24/16,2893
6007,S115,3/22/16,3/24/16,2893
6008,D26,3/18/16,3/20/16,2894
6009,X49,3/17/16,3/19/16,2895
6010,D13,2/9/16,2/12/16,2896
6011,D61,3/8/16,3/11/16,2897
6012,L8,2/28/16,2/29/16,2898
6013,X23,3/30/16,4/2/16,2899
6014,D37,2/14/16,2/21/16,2900
6015,S82,2/5/16,2/10/16,2901
6016,S83,2/5/16,2/10/16,2901
6017,S84,2/5/16,2/10/16,2901
6018,S85,2/5/16,2/10/16,2901
6019,S86,2/5/16,2/10/16,2901
6020,N54,1/22/16,1/26/16,2902
6021,N55,1/22/16,1/26/16,2902
6022,N56,1/22/16,1/26/16,2902
6023,N57,1/22/16,1/26/16,2902
6024,S68,2/12/16,2/14/16,2903
6025,S83,2/12/16,2/14/16,2903
6026,L15,3/3/16,3/7/16,2904
6027,S25,3/8/16,3/13/16,2905
6028,S26,3/8/16,3/13/16,2905
6029,S27,3/8/16,3/13/16,2905
6030,N93,1/12/16,1/16/16,2906
6031,N94,1/12/16,1/16/16,2906
6032,S75,1/13/16,1/15/16,2907
6033,S83,1/13/16,1/15/16,2907
6034,N83,3/28/16,4/2/16,2909
6035,N84,3/28/16,4/2/16,2909
6036,N85,3/28/16,4/2/16,2909
6037,D39,1/21/16,1/24/16,2910
6038,S10,2/1/16,2/2/16,2911
6039,X27,1/6/16,1/12/16,2912
6040,X29,1/6/16,1/12/16,2912
6041,X20,3/26/16,3/30/16,2913
6042,X23,3/26/16,3/30/16,2913
6043,X29,3/4/16,3/15/16,2914
6044,X30,3/4/16,3/15/16,2914
6045,X31,3/4/16,3/15/16,2914
6046,X44,2/3/16,2/6/16,2915
6047,X45,2/3/16,2/6/16,2915
6048,L46,1/16/16,1/18/16,2916
6049,L49,1/16/16,1/18/16,2916
6050,N96,3/3/16,3/7/16,2917
6051,N97,3/3/16,3/7/16,2917
6052,N101,3/3/16,3/7/16,2917
6053,L37,3/22/16,3/27/16,2918
6054,L38,3/22/16,3/27/16,2918
6055,N197,3/27/16,3/28/16,2919
6056,N199,3/27/16,3/28/16,2919
6057,N200,3/27/16,3/28/16,2919
6058,N201,3/27/16,3/28/16,2919
6059,N202,3/27/16,3/28/16,2919
6060,S70,3/1/16,3/6/16,2920
6061,S87,2/8/16,2/11/16,2921
6062,S88,2/8/16,2/11/16,2921
6063,S89,2/8/16,2/11/16,2921
6064,X34,2/22/16,3/3/16,2922
6065,X35,2/22/16,3/3/16,2922
6066,L26,3/30/16,4/4/16,2923
6067,D22,2/2/16,2/5/16,2924
6068,D23,2/2/16,2/5/16,2924
6069,N73,2/21/16,2/26/16,2925
6070,N74,2/21/16,2/26/16,2925
6071,N75,2/21/16,2/26/16,2925
6072,N76,2/21/16,2/26/16,2925
6073,N77,2/21/16,2/26/16,2925
6074,N78,2/21/16,2/26/16,2925
6075,N79,2/21/16,2/26/16,2925
6076,L39,1/22/16,1/29/16,2926
6077,L40,1/22/16,1/29/16,2926
6078,D16,3/17/16,3/20/16,2928
6079,N118,3/23/16,3/28/16,2929
6080,N119,3/23/16,3/28/16,2929
6081,N120,3/23/16,3/28/16,2929
6082,N107,1/7/16,1/9/16,2930
6083,N108,1/7/16,1/9/16,2930
6084,N109,1/7/16,1/9/16,2930
6085,D48,2/19/16,2/26/16,2931
6086,D49,2/19/16,2/26/16,2931
6087,X34,3/28/16,3/29/16,2932
6088,X36,3/28/16,3/29/16,2932
6089,X32,3/3/16,3/10/16,2933
6090,D44,3/19/16,3/21/16,2934
6091,X46,3/23/16,3/24/16,2935
6092,N113,3/7/16,3/12/16,2936
6093,X37,1/14/16,1/20/16,2937
6094,X38,1/14/16,1/20/16,2937
6095,D40,2/21/16,2/24/16,2938
6096,D41,2/21/16,2/24/16,2938
6097,S73,1/27/16,2/3/16,2940
6098,S74,1/27/16,2/3/16,2940
6099,S75,1/27/16,2/3/16,2940
6100,X37,1/29/16,2/2/16,2941
6101,X38,1/29/16,2/2/16,2941
6102,L39,3/21/16,3/27/16,2942
6103,D1,1/2/16,1/3/16,2943
6104,S84,1/7/16,1/9/16,2944
6105,S85,1/7/16,1/9/16,2944
6106,S86,1/7/16,1/9/16,2944
6107,N118,1/5/16,1/10/16,2945
6108,N119,1/5/16,1/10/16,2945
6109,N120,1/5/16,1/10/16,2945
6110,N121,1/5/16,1/10/16,2945
6111,N122,1/5/16,1/10/16,2945
6112,L35,1/29/16,1/31/16,2946
6113,L37,1/11/16,1/15/16,2947
6114,L25,2/17/16,2/18/16,2948
6115,X16,2/27/16,3/1/16,2949
6116,X24,2/27/16,3/1/16,2949
6117,D8,3/5/16,3/7/16,2950
6118,D16,3/15/16,3/17/16,2951
6119,S26,3/14/16,3/16/16,2952
6120,S28,3/14/16,3/16/16,2952
6121,S38,3/14/16,3/16/16,2952
6122,S39,3/14/16,3/16/16,2952
6123,X26,3/27/16,3/31/16,2953
6124,L60,2/4/16,2/7/16,2954
6125,L61,2/4/16,2/7/16,2954
6126,N114,3/6/16,3/11/16,2956
6127,N115,3/6/16,3/11/16,2956
6128,L34,1/18/16,1/23/16,2957
6129,X57,1/27/16,1/31/16,2958
6130,X58,1/27/16,1/31/16,2958
6131,S14,2/2/16,2/3/16,2959
6132,S15,2/2/16,2/3/16,2959
6133,L28,2/5/16,2/9/16,2960
6134,S45,1/4/16,1/8/16,2961
6135,S46,1/4/16,1/8/16,2961
6136,S47,1/4/16,1/8/16,2961
6137,S48,1/4/16,1/8/16,2961
6138,N140,3/12/16,3/21/16,2962
6139,N141,3/12/16,3/21/16,2962
6140,N142,3/12/16,3/21/16,2962
6141,N143,3/12/16,3/21/16,2962
6142,N144,3/12/16,3/21/16,2962
6143,N145,3/12/16,3/21/16,2962
6144,N146,3/12/16,3/21/16,2962
6145,S76,3/5/16,3/9/16,2963
6146,S77,3/5/16,3/9/16,2963
6147,S78,3/5/16,3/9/16,2963
6148,S79,3/5/16,3/9/16,2963
6149,S80,3/5/16,3/9/16,2963
6150,L35,1/14/16,1/21/16,2964
6151,L36,1/14/16,1/21/16,2964
6152,S26,3/6/16,3/7/16,2965
6153,S32,3/6/16,3/7/16,2965
6154,S33,3/6/16,3/7/16,2965
6155,S34,3/6/16,3/7/16,2965
6156,N114,2/6/16,2/9/16,2966
6157,L15,2/1/16,2/3/16,2967
6158,N87,1/27/16,1/30/16,2968
6159,N88,1/27/16,1/30/16,2968
6160,S84,1/13/16,1/20/16,2969
6161,S85,1/13/16,1/20/16,2969
6162,S120,1/13/16,1/20/16,2969
6163,S121,1/13/16,1/20/16,2969
6164,X36,2/4/16,2/10/16,2970
6165,X37,2/4/16,2/10/16,2970
6166,L27,3/24/16,4/2/16,2971
6167,N80,2/23/16,2/29/16,2973
6168,N81,2/23/16,2/29/16,2973
6169,N82,2/24/16,2/26/16,2974
6170,X59,1/25/16,1/31/16,2975
6171,X60,1/25/16,1/31/16,2975
6172,S49,1/2/16,1/9/16,2976
6173,S50,1/2/16,1/9/16,2976
6174,S51,1/2/16,1/9/16,2976
6175,S52,1/2/16,1/9/16,2976
6176,S53,1/2/16,1/9/16,2976
6177,S54,1/2/16,1/9/16,2976
6178,X23,3/14/16,3/17/16,2977
6179,X24,3/14/16,3/17/16,2977
6180,D47,3/20/16,3/28/16,2978
6181,D49,1/28/16,1/29/16,2979
6182,S5,2/11/16,2/13/16,2980
6183,S6,2/11/16,2/13/16,2980
6184,S114,3/29/16,3/31/16,2981
6185,S115,3/29/16,3/31/16,2981
6186,S116,3/29/16,3/31/16,2981
6187,S117,3/29/16,3/31/16,2981
6188,S118,3/29/16,3/31/16,2981
6189,N89,1/25/16,1/29/16,2982
6190,N90,1/25/16,1/29/16,2982
6191,N91,1/25/16,1/29/16,2982
6192,N92,1/25/16,1/29/16,2982
6193,N83,2/20/16,2/27/16,2983
6194,N84,2/20/16,2/27/16,2983
6195,N71,1/13/16,1/14/16,2984
6196,N20,2/6/16,2/7/16,2986
6197,N21,2/6/16,2/7/16,2986
6198,N29,2/6/16,2/7/16,2986
6199,N112,1/30/16,2/1/16,2987
6200,N113,1/30/16,2/1/16,2987
6201,N114,1/30/16,2/1/16,2987
6202,N115,1/30/16,2/1/16,2987
6203,N116,1/30/16,2/1/16,2987
6204,N117,1/30/16,2/1/16,2987
6205,N118,1/30/16,2/1/16,2987
6206,N119,1/30/16,2/1/16,2987
6207,N120,1/30/16,2/1/16,2987
6208,N121,1/30/16,2/1/16,2987
6209,N122,1/30/16,2/1/16,2987
6210,N123,1/30/16,2/1/16,2987
6211,N121,3/18/16,3/25/16,2988
6212,N122,3/18/16,3/25/16,2988
6213,N123,3/18/16,3/25/16,2988
6214,N124,3/18/16,3/25/16,2988
6215,N125,3/18/16,3/25/16,2988
6216,N126,3/18/16,3/25/16,2988
6217,N127,3/18/16,3/25/16,2988
6218,N16,2/26/16,2/27/16,2989
6219,N20,2/26/16,2/27/16,2989
6220,N21,2/26/16,2/27/16,2989
6221,N22,2/26/16,2/27/16,2989
6222,N23,2/26/16,2/27/16,2989
6223,X25,3/15/16,3/19/16,2990
6224,D25,1/17/16,1/22/16,2991
6225,X59,1/22/16,1/24/16,2992
6226,D41,3/3/16,3/13/16,2993
6227,X23,3/13/16,3/15/16,2994
6228,X19,1/15/16,1/17/16,2995
6229,X20,1/4/16,1/7/16,2996
6230,S106,2/12/16,2/17/16,2998
6231,S107,2/12/16,2/17/16,2998
6232,S108,2/12/16,2/17/16,2998
6233,S81,3/6/16,3/10/16,2999
6234,S82,3/6/16,3/10/16,2999
6235,S83,3/6/16,3/10/16,2999
6236,N135,2/23/16,2/25/16,3000
6237,N136,2/23/16,2/25/16,3000
6238,N137,2/23/16,2/25/16,3000
6239,N138,2/23/16,2/25/16,3000
6240,X60,1/19/16,1/24/16,3001
6241,X61,1/19/16,1/24/16,3001
6242,N78,2/12/16,2/21/16,3002
6243,D37,1/3/16,1/8/16,3003
6244,D38,1/3/16,1/8/16,3003
6245,D26,1/20/16,1/23/16,3004
6246,X67,3/10/16,3/16/16,3005
6247,X68,3/10/16,3/16/16,3005
6248,L5,3/27/16,3/29/16,3006
6249,D36,2/8/16,2/10/16,3007
6250,L41,1/22/16,1/25/16,3008
6251,N124,1/31/16,2/4/16,3009
6252,N125,1/31/16,2/4/16,3009
6253,N126,1/31/16,2/4/16,3009
6254,N127,1/31/16,2/4/16,3009
6255,S84,3/5/16,3/11/16,3010
6256,S85,3/5/16,3/11/16,3010
6257,N130,1/5/16,1/6/16,3011
6258,N123,2/3/16,2/5/16,3012
6259,N126,2/3/16,2/5/16,3012
6260,N127,2/3/16,2/5/16,3012
6261,S119,3/29/16,3/30/16,3013
6262,S120,3/29/16,3/30/16,3013
6263,S121,3/29/16,3/30/16,3013
6264,S122,3/29/16,3/30/16,3013
6265,D61,2/3/16,2/7/16,3014
6266,D62,2/3/16,2/7/16,3014
6267,N181,3/26/16,3/31/16,3015
6268,N182,3/26/16,3/31/16,3015
6269,X9,2/11/16,2/12/16,3016
6270,S36,1/22/16,1/23/16,3017
6271,S37,1/22/16,1/23/16,3017
6272,S130,1/22/16,1/23/16,3017
6273,X58,3/17/16,3/20/16,3018
6274,D36,2/4/16,2/8/16,3019
6275,D45,2/4/16,2/8/16,3019
6276,D47,2/4/16,2/8/16,3019
6277,S55,1/1/16,1/9/16,3020
6278,S56,1/1/16,1/9/16,3020
6279,S57,1/1/16,1/9/16,3020
6280,S58,1/1/16,1/9/16,3020
6281,L29,1/16/16,1/19/16,3021
6282,D63,2/2/16,2/7/16,3022
6283,D64,2/2/16,2/7/16,3022
6284,D48,3/22/16,3/27/16,3023
6285,N116,3/5/16,3/13/16,3024
6286,L30,1/15/16,1/19/16,3025
6287,L31,1/15/16,1/19/16,3025
6288,X38,1/11/16,1/17/16,3026
6289,X39,1/11/16,1/17/16,3026
6290,S133,1/12/16,1/23/16,3027
6291,S134,1/12/16,1/23/16,3027
6292,S135,1/12/16,1/23/16,3027
6293,S136,1/12/16,1/23/16,3027
6294,N58,1/19/16,1/25/16,3029
6295,D42,3/2/16,3/10/16,3030
6296,D43,3/2/16,3/10/16,3030
6297,L15,2/28/16,3/3/16,3031
6298,L42,1/20/16,1/26/16,3032
6299,L43,1/20/16,1/26/16,3032
6300,X4,3/5/16,3/7/16,3033
6301,X6,3/5/16,3/7/16,3033
6302,N128,1/31/16,2/7/16,3034
6303,N129,1/31/16,2/7/16,3034
6304,N130,1/31/16,2/7/16,3034
6305,N131,1/31/16,2/7/16,3034
6306,L45,3/7/16,3/9/16,3035
6307,S86,3/6/16,3/15/16,3036
6308,S87,3/6/16,3/15/16,3036
6309,D30,2/3/16,2/5/16,3037
6310,D52,1/29/16,2/7/16,3038
6311,S76,1/31/16,2/4/16,3039
6312,S77,1/31/16,2/4/16,3039
6313,L34,1/6/16,1/12/16,3040
6314,L35,1/6/16,1/12/16,3040
6315,X47,3/22/16,3/25/16,3041
6316,X48,3/22/16,3/25/16,3041
6317,X49,3/22/16,3/25/16,3041
6318,D38,2/11/16,2/18/16,3042
6319,L46,2/26/16,3/10/16,3043
6320,L47,2/26/16,3/10/16,3043
6321,L15,2/26/16,2/28/16,3044
6322,D40,1/21/16,1/25/16,3045
6323,D41,1/21/16,1/25/16,3045
6324,X59,3/17/16,3/21/16,3046
6325,N48,3/19/16,3/22/16,3047
6326,N49,3/19/16,3/22/16,3047
6327,N50,3/19/16,3/22/16,3047
6328,N51,3/19/16,3/22/16,3047
6329,N52,3/19/16,3/22/16,3047
6330,N60,3/19/16,3/22/16,3047
6331,N61,3/19/16,3/22/16,3047
6332,N66,3/19/16,3/22/16,3047
6333,D50,2/25/16,2/28/16,3048
6334,D51,2/25/16,2/28/16,3048
6335,L40,3/24/16,3/31/16,3049
6336,L41,3/24/16,3/31/16,3049
6337,X31,2/13/16,2/17/16,3050
6338,X32,2/13/16,2/17/16,3050
6339,X50,3/18/16,3/29/16,3051
6340,X51,3/18/16,3/29/16,3051
6341,X33,3/5/16,3/8/16,3052
6342,L28,3/27/16,4/4/16,3053
6343,L45,3/13/16,3/17/16,3054
6344,L46,3/13/16,3/17/16,3054
6345,X62,1/21/16,1/24/16,3055
6346,X63,1/21/16,1/24/16,3055
6347,L5,1/5/16,1/7/16,3056
6348,L6,1/5/16,1/7/16,3056
6349,X64,1/22/16,1/25/16,3057
6350,X65,1/22/16,1/25/16,3057
6351,D44,3/4/16,3/18/16,3058
6352,D45,3/4/16,3/18/16,3058
6353,X36,2/23/16,2/28/16,3059
6354,X37,2/23/16,2/28/16,3059
6355,X30,1/8/16,1/11/16,3060
6356,X33,1/8/16,1/11/16,3060
6357,X38,1/8/16,1/11/16,3060
6358,L31,1/26/16,2/2/16,3061
6359,X33,3/1/16,3/4/16,3062
6360,X36,3/1/16,3/4/16,3062
6361,S51,2/2/16,2/4/16,3063
6362,S56,2/2/16,2/4/16,3063
6363,S97,3/16/16,3/22/16,3064
6364,S98,3/16/16,3/22/16,3064
6365,L33,2/1/16,2/2/16,3065
6366,L37,1/19/16,1/22/16,3066
6367,S46,3/27/16,4/5/16,3067
6368,S47,3/27/16,4/5/16,3067
6369,S48,3/27/16,4/5/16,3067
6370,S49,3/27/16,4/5/16,3067
6371,L47,3/15/16,3/18/16,3068
6372,N60,3/17/16,3/19/16,3069
6373,N61,3/17/16,3/19/16,3069
6374,L44,1/23/16,1/25/16,3070
6375,N132,1/29/16,2/3/16,3071
6376,N133,1/29/16,2/3/16,3071
6377,N134,1/29/16,2/3/16,3071
6378,N135,1/29/16,2/3/16,3071
6379,D39,2/11/16,2/19/16,3072
6380,D40,2/11/16,2/19/16,3072
6381,S97,1/24/16,1/29/16,3073
6382,S98,1/24/16,1/29/16,3073
6383,L48,3/6/16,3/8/16,3074
6384,X50,1/13/16,1/14/16,3075
6385,X57,1/13/16,1/14/16,3075
6386,N85,1/2/16,1/16/16,3076
6387,N86,1/2/16,1/16/16,3076
6388,D21,2/22/16,2/25/16,3077
6389,D32,2/22/16,2/25/16,3077
6390,D33,2/22/16,2/25/16,3077
6391,N117,3/2/16,3/18/16,3078
6392,N118,3/2/16,3/18/16,3078
6393,N119,3/2/16,3/18/16,3078
6394,N120,3/2/16,3/18/16,3078
6395,N121,3/2/16,3/18/16,3078
6396,N122,3/2/16,3/18/16,3078
6397,L42,3/28/16,3/29/16,3079
6398,N115,2/7/16,2/10/16,3080
6399,N116,2/7/16,2/10/16,3080
6400,N117,2/7/16,2/10/16,3080
6401,S76,1/19/16,1/25/16,3081
6402,S77,1/19/16,1/25/16,3081
6403,S78,1/19/16,1/25/16,3081
6404,S79,1/19/16,1/25/16,3081
6405,D42,1/22/16,1/25/16,3082
6406,D43,1/22/16,1/25/16,3082
6407,S78,1/29/16,2/2/16,3083
6408,S79,1/29/16,2/2/16,3083
6409,S80,1/29/16,2/2/16,3083
6410,S81,1/29/16,2/2/16,3083
6411,N59,1/18/16,1/26/16,3084
6412,N60,1/18/16,1/26/16,3084
6413,S53,2/15/16,2/20/16,3085
6414,S54,2/15/16,2/20/16,3085
6415,N25,2/18/16,2/20/16,3086
6416,X43,1/18/16,1/20/16,3087
6417,X45,1/18/16,1/20/16,3087
6418,X50,1/18/16,1/20/16,3087
6419,L56,3/25/16,3/29/16,3088
6420,S82,1/31/16,2/2/16,3089
6421,S83,1/31/16,2/2/16,3089
6422,L45,1/18/16,1/26/16,3090
6423,L46,1/18/16,1/26/16,3090
6424,N123,3/4/16,3/9/16,3091
6425,N124,3/4/16,3/9/16,3091
6426,N125,3/4/16,3/9/16,3091
6427,N126,3/4/16,3/9/16,3091
6428,N127,3/4/16,3/9/16,3091
6429,N128,3/4/16,3/9/16,3091
6430,N129,3/4/16,3/9/16,3091
6431,N130,3/4/16,3/9/16,3091
6432,N79,2/12/16,2/24/16,3092
6433,N80,2/12/16,2/24/16,3092
6434,X27,3/27/16,3/30/16,3093
6435,S80,1/21/16,1/24/16,3094
6436,S81,1/21/16,1/24/16,3094
6437,S82,1/21/16,1/24/16,3094
6438,S83,1/21/16,1/24/16,3094
6439,S84,1/21/16,1/24/16,3094
6440,X69,3/10/16,3/15/16,3095
6441,D41,2/16/16,2/21/16,3096
6442,D42,2/16/16,2/21/16,3096
6443,N89,2/26/16,3/4/16,3097
6444,N90,2/26/16,3/4/16,3097
6445,N91,2/26/16,3/4/16,3097
6446,S91,2/13/16,2/15/16,3098
6447,S98,2/13/16,2/15/16,3098
6448,S99,2/13/16,2/15/16,3098
6449,D42,2/11/16,2/16/16,3099
6450,D48,2/11/16,2/16/16,3099
6451,S27,2/10/16,2/13/16,3100
6452,S28,2/10/16,2/13/16,3100
6453,S88,2/29/16,3/9/16,3101
6454,S89,2/29/16,3/9/16,3101
6455,S90,2/29/16,3/9/16,3101
6456,S91,2/29/16,3/9/16,3101
6457,S63,2/24/16,2/27/16,3102
6458,S64,2/24/16,2/27/16,3102
6459,S65,2/24/16,2/27/16,3102
6460,S66,2/23/16,2/28/16,3103
6461,S67,2/23/16,2/28/16,3103
6462,D49,3/20/16,3/24/16,3104
6463,D68,3/4/16,3/7/16,3105
6464,D27,1/20/16,1/23/16,3106
6465,D28,1/20/16,1/23/16,3106
6466,D30,1/20/16,1/23/16,3106
6467,D32,1/13/16,1/21/16,3107
6468,D33,1/13/16,1/21/16,3107
6469,L32,2/23/16,2/28/16,3108
6470,L33,2/23/16,2/28/16,3108
6471,N77,1/17/16,1/23/16,3109
6472,N78,1/17/16,1/23/16,3109
6473,N81,1/17/16,1/23/16,3109
6474,N82,1/17/16,1/23/16,3109
6475,N83,1/17/16,1/23/16,3109
6476,N95,1/12/16,1/20/16,3110
6477,N96,1/12/16,1/20/16,3110
6478,N97,1/12/16,1/20/16,3110
6479,N98,1/12/16,1/20/16,3110
6480,N99,1/12/16,1/20/16,3110
6481,N136,1/30/16,2/3/16,3111
6482,N137,1/30/16,2/3/16,3111
6483,X39,1/25/16,2/1/16,3112
6484,X40,1/25/16,2/1/16,3112
6485,X41,1/25/16,2/1/16,3112
6486,S71,2/26/16,3/2/16,3113
6487,S79,2/26/16,3/2/16,3113
6488,S80,2/26/16,3/2/16,3113
6489,S81,2/26/16,3/2/16,3113
6490,S82,2/26/16,3/2/16,3113
6491,D56,1/13/16,1/18/16,3114
