Store,Brand,Type,Gender,Size,Color,Category,Sales Price,Date,Time,Loyalty,loyalty.2,sales.price.formatted
New York,Adidas,Rocket Boost,Female,45,Blue,Shoe,100.00,8/28/15,11:06 PM,50659,50659.00,
New York,Asics,WB1820,Female,37,Grey,Pants,89.00,8/28/15,11:21 PM,---,---,
New York,Asics,WB1820,Female,44,Yellow,Pants,89.00,8/29/15,8:24 AM,---,---,
New York,Asics,Cummulus 17,Male,43,Multicolor,Shoe,159.00,8/29/15,8:28 AM,59533,59533.00,
New York,Asics,Quick Light Cushion,Unisex,44-46,Pink,Socks,19.00,8/29/15,8:39 AM,50479,50479.00,
New York,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,46-48,Black,Socks,21.00,8/29/15,8:42 AM,52472,52472.00,
New York,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,42-44,Blue,Socks,21.00,8/29/15,9:36 AM,52744,52744.00,
New York,Nike,Air Zoom,Female,39,Grey,Shoe,230.00,8/29/15,9:57 AM,---,---,
New York,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,40-42,Blue,Socks,21.00,8/29/15,10:35 AM,57372,57372.00,
New York,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,36-38,Black,Socks,21.00,8/29/15,10:42 AM,50216,50216.00,
New York,Nike,Pro Fierce,Female,85D,Yellow,Bra,149.00,8/29/15,11:12 AM,---,---,
New York,Asics,WB1820,Female,36,Green,Pants,89.00,8/29/15,11:36 AM,52908,52908.00,
New York,Nike,Pro Hero,Female,65C,Yellow,Bra,99.00,8/29/15,12:00 PM,---,---,
New York,Asics,WB1820,Female,39,Multicolor,Pants,89.00,8/29/15,12:57 PM,51788,51788.00,
New York,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,36-38,Pink,Socks,21.00,8/29/15,1:12 PM,59830,59830.00,
New York,Nike,Pro Fierce,Female,75F,Green,Bra,149.00,8/29/15,1:30 PM,53892,53892.00,
New York,Nike,Pro Hero,Female,75F,Grey,Bra,99.00,8/29/15,2:13 PM,50942,50942.00,
New York,Asics,MB1878,Male,46,Black,Pants,99.00,8/29/15,2:31 PM,52693,52693.00,
New York,Nike,Hyper Elite Crew,Unisex,38-40,Green,Socks,20.00,8/29/15,4:06 PM,---,---,
New York,Asics,MB1878,Male,36,Black,Pants,99.00,8/29/15,4:26 PM,---,---,
New York,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,44-46,Blue,Socks,21.00,8/29/15,5:03 PM,59913,59913.00,
New York,Asics,WB1820,Female,46,Grey,Pants,89.00,8/29/15,5:51 PM,52787,52787.00,
New York,Nike,Pro Indy,Female,90A,Grey,Bra,123.00,8/29/15,5:51 PM,---,---,
New York,Asics,Hera Deux Single Tab,Female,46-48,Pink,Socks,12.99,8/29/15,6:00 PM,55541,55541.00,
New York,Nike,Hyper Elite Crew,Unisex,38-40,Pink,Socks,20.00,8/29/15,6:14 PM,55556,55556.00,
New York,Nike,Dri-Fit No-Show,Unisex,46-48,Green,Socks,20.00,8/29/15,7:36 PM,51102,51102.00,
New York,Asics,WB1820,Female,39,Multicolor,Pants,89.00,8/29/15,7:36 PM,51102,51102.00,
New York,Asics,Quick Light Cushion,Unisex,38-40,Green,Socks,19.00,8/29/15,7:42 PM,51079,51079.00,
New York,Asics,WB1820,Female,46,Black,Pants,89.00,8/29/15,7:43 PM,56142,56142.00,
New York,Nike,Pro Indy,Female,70A,Pink,Bra,123.00,8/29/15,7:49 PM,---,---,
New York,Asics,WB1820,Female,37,Blue,Pants,89.00,8/29/15,8:19 PM,50812,50812.00,
New York,Nike,Pro Indy,Female,75C,Grey,Bra,123.00,8/29/15,8:22 PM,---,---,
New York,Nike,Pro Hero,Female,90C,Green,Bra,99.00,8/29/15,8:44 PM,54566,54566.00,
New York,Nike,Dri-Fit No-Show,Unisex,46-48,Green,Socks,20.00,8/29/15,8:58 PM,50638,50638.00,
New York,Nike,Pro Fierce,Female,80C,Blue,Bra,149.00,8/29/15,9:14 PM,---,---,
New York,Asics,Nimbus 17,Female,46,Pink,Shoe,128.00,8/29/15,9:25 PM,---,---,
New York,Nike,Dri-Fit No-Show,Unisex,46-48,Black,Socks,20.00,8/29/15,9:51 PM,58339,58339.00,
New York,Asics,Kayano Single Tab,Unisex,36-38,Pink,Socks,24.99,8/29/15,10:35 PM,---,---,
New York,Asics,WB1820,Female,46,Yellow,Pants,89.00,8/29/15,11:24 PM,59934,59934.00,
New York,Nike,Hyper Elite Crew,Unisex,46-48,Black,Socks,20.00,8/29/15,11:26 PM,58666,58666.00,
New York,Asics,WB1820,Female,46,Blue,Pants,89.00,8/30/15,8:48 AM,---,---,
New York,Asics,Quick Light Cushion,Unisex,40-42,Blue,Socks,19.00,8/30/15,8:57 AM,58946,58946.00,
New York,Asics,WB1820,Female,36,Pink,Pants,89.00,8/30/15,9:04 AM,59847,59847.00,
New York,Asics,WB1820,Female,41,Green,Pants,89.00,8/30/15,9:05 AM,51948,51948.00,
New York,Nike,Free 5.0,Female,38,Grey,Shoe,239.00,8/30/15,9:23 AM,54060,54060.00,
New York,Adidas,Ultra Boost,Female,43,Multicolor,Shoe,139.00,8/30/15,9:24 AM,57453,57453.00,
New York,Nike,Hyper Elite Crew,Unisex,46-48,Pink,Socks,20.00,8/30/15,9:25 AM,59736,59736.00,
New York,Nike,Air Zoom,Female,45,Blue,Shoe,230.00,8/30/15,9:40 AM,57951,57951.00,
New York,Nike,Pro Fierce,Female,80A,Multicolor,Bra,149.00,8/30/15,9:53 AM,50848,50848.00,
New York,Nike,Elite Compression,Unisex,36-38,Blue,Socks,23.99,8/30/15,10:04 AM,59383,59383.00,
New York,Nike,Pro Hero,Female,70C,Multicolor,Bra,99.00,8/30/15,10:09 AM,57771,57771.00,
New York,Nike,Dri-Fit No-Show,Unisex,46-48,Green,Socks,20.00,8/30/15,11:13 AM,50192,50192.00,
New York,Asics,WB1820,Female,45,Green,Pants,89.00,8/30/15,11:31 AM,---,---,
New York,Asics,WB1820,Female,38,Green,Pants,89.00,8/30/15,11:49 AM,58094,58094.00,
New York,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,42-44,Black,Socks,21.00,8/30/15,12:12 PM,55954,55954.00,
New York,Nike,Hyper Elite Crew,Unisex,36-38,Blue,Socks,20.00,8/30/15,12:28 PM,53434,53434.00,
New York,Asics,Hera Deux Single Tab,Female,40-42,Black,Socks,12.99,8/30/15,12:30 PM,52050,52050.00,
New York,Asics,Quick Light Cushion,Unisex,38-40,Pink,Socks,19.00,8/30/15,12:53 PM,---,---,
New York,Asics,Kayano Single Tab,Unisex,42-44,Pink,Socks,24.99,8/30/15,1:04 PM,---,---,
New York,Nike,Pro Indy,Female,85C,Black,Bra,123.00,8/30/15,2:18 PM,---,---,
New York,Asics,MB1878,Male,44,Black,Pants,99.00,8/30/15,2:35 PM,50578,50578.00,
New York,Asics,Kayano Single Tab,Unisex,38-40,Black,Socks,24.99,8/30/15,2:35 PM,50578,50578.00,
New York,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,44-46,Black,Socks,21.00,8/30/15,3:04 PM,---,---,
New York,Asics,MB1878,Male,46,Black,Pants,99.00,8/30/15,3:04 PM,---,---,
New York,Asics,Kayano Single Tab,Unisex,44-46,Pink,Socks,24.99,8/30/15,3:04 PM,---,---,
New York,Asics,Quick Light Cushion,Unisex,46-48,Black,Socks,19.00,8/30/15,3:30 PM,54504,54504.00,
New York,Nike,Pro Fierce,Female,90D,Multicolor,Bra,149.00,8/30/15,4:23 PM,59135,59135.00,
New York,Nike,Hyper Elite Crew,Unisex,44-46,Black,Socks,20.00,8/30/15,4:40 PM,53386,53386.00,
New York,Nike,Pro Hero,Female,90A,Yellow,Bra,99.00,8/30/15,4:42 PM,58447,58447.00,
New York,Nike,Hyper Elite Crew,Unisex,40-42,Green,Socks,20.00,8/30/15,5:44 PM,54764,54764.00,
New York,Asics,Cummulus 17,Female,45,Yellow,Shoe,159.00,8/30/15,5:48 PM,53446,53446.00,
New York,Asics,WB1820,Female,43,Black,Pants,89.00,8/30/15,6:07 PM,54528,54528.00,
New York,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,46-48,Green,Socks,21.00,8/30/15,6:07 PM,---,---,
New York,Asics,WB1820,Female,46,Pink,Pants,89.00,8/30/15,6:18 PM,53244,53244.00,
New York,Asics,Quick Light Cushion,Unisex,36-38,Green,Socks,19.00,8/30/15,6:36 PM,---,---,
New York,Nike,Dri-Fit No-Show,Unisex,36-38,Black,Socks,20.00,8/30/15,6:50 PM,56624,56624.00,
New York,Asics,Kayano Single Tab,Unisex,38-40,Black,Socks,24.99,8/30/15,7:10 PM,57521,57521.00,
New York,Asics,Kayano Single Tab,Unisex,38-40,Black,Socks,24.99,8/30/15,7:36 PM,---,---,
New York,Nike,Pro Classic,Female,90D,Yellow,Bra,100.00,8/30/15,7:42 PM,58209,58209.00,
New York,Asics,WB1820,Female,46,Yellow,Pants,89.00,8/30/15,7:50 PM,---,---,
New York,Asics,Hera Deux Single Tab,Female,36-38,Pink,Socks,12.99,8/30/15,7:50 PM,---,---,
New York,Asics,Quick Light Cushion,Unisex,44-46,Pink,Socks,19.00,8/30/15,8:32 PM,---,---,
New York,Asics,Cummulus 17,Female,37,Yellow,Shoe,159.00,8/30/15,9:54 PM,---,---,
New York,Asics,MB1878,Male,38,Black,Pants,99.00,8/30/15,10:12 PM,56641,56641.00,
New York,Asics,Hera Deux Single Tab,Female,44-46,Pink,Socks,12.99,8/30/15,10:14 PM,51471,51471.00,
New York,Nike,Pro Fierce,Female,80B,Multicolor,Bra,149.00,8/30/15,10:26 PM,55010,55010.00,
New York,Nike,Dri-Fit No-Show,Unisex,46-48,Pink,Socks,20.00,8/30/15,11:08 PM,56717,56717.00,
New York,Asics,Hera Deux Single Tab,Female,40-42,Black,Socks,12.99,8/30/15,11:31 PM,53381,53381.00,
New York,Asics,WB1820,Female,46,Pink,Pants,89.00,8/31/15,8:48 AM,50004,50004.00,
New York,Nike,Air Zoom,Female,39,Grey,Shoe,230.00,8/31/15,8:49 AM,---,---,
New York,Nike,Hyper Elite Crew,Unisex,42-44,Green,Socks,20.00,8/31/15,10:06 AM,50057,50057.00,
New York,Nike,Air Zoom,Male,38,Black,Shoe,220.00,8/31/15,10:12 AM,52288,52288.00,
New York,Nike,Pro Indy,Female,70A,Multicolor,Bra,123.00,8/31/15,12:08 PM,---,---,
New York,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,42-44,Green,Socks,21.00,8/31/15,12:36 PM,51351,51351.00,
New York,Asics,WB1820,Female,46,Yellow,Pants,89.00,8/31/15,1:03 PM,50313,50313.00,
New York,Asics,Gel Quantics ,Male,42,Grey,Shoe,120.00,8/31/15,1:23 PM,---,---,
New York,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,38-40,Green,Socks,21.00,8/31/15,2:02 PM,---,---,
New York,Asics,WB1820,Female,42,Blue,Pants,89.00,8/31/15,2:42 PM,56109,56109.00,
New York,Asics,MB1878,Male,44,Black,Pants,99.00,8/31/15,3:00 PM,---,---,
New York,Asics,WB1820,Female,43,Green,Pants,89.00,8/31/15,4:10 PM,52479,52479.00,
New York,Nike,Air Zoom,Male,41,Blue,Shoe,220.00,8/31/15,4:12 PM,54258,54258.00,
New York,Nike,Pro Fierce,Female,70C,Black,Bra,149.00,8/31/15,4:16 PM,53316,53316.00,
New York,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,46-48,Green,Socks,21.00,8/31/15,4:27 PM,---,---,
New York,Nike,Pro Fierce,Female,70B,Grey,Bra,149.00,8/31/15,4:48 PM,50858,50858.00,
New York,Asics,WB1820,Female,36,Pink,Pants,89.00,8/31/15,5:36 PM,---,---,
New York,Asics,Kayano Single Tab,Unisex,40-42,Blue,Socks,24.99,8/31/15,6:31 PM,50950,50950.00,
New York,Asics,WB1820,Female,40,Pink,Pants,89.00,8/31/15,7:00 PM,51859,51859.00,
New York,Asics,WB1820,Female,36,Yellow,Pants,89.00,8/31/15,7:27 PM,51747,51747.00,
New York,Nike,Pro Hero,Female,70A,Multicolor,Bra,99.00,8/31/15,8:11 PM,---,---,
New York,Asics,WB1820,Female,36,Pink,Pants,89.00,8/31/15,8:18 PM,---,---,
New York,Asics,WB1820,Female,45,Black,Pants,89.00,8/31/15,8:36 PM,---,---,
New York,Asics,Nimbus 17,Female,46,Black,Shoe,128.00,8/31/15,8:41 PM,---,---,
New York,Asics,Nimbus 17,Female,36,Black,Shoe,128.00,8/31/15,8:49 PM,---,---,
New York,Nike,Hyper Elite Crew,Unisex,36-38,Pink,Socks,20.00,8/31/15,9:59 PM,50695,50695.00,
New York,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,40-42,Blue,Socks,21.00,8/31/15,10:12 PM,---,---,
New York,Asics,WB1820,Female,36,Black,Pants,89.00,8/31/15,10:56 PM,54124,54124.00,
New York,Adidas,Ultra Boost,Female,41,Yellow,Shoe,139.00,8/28/15,10:59 AM,---,---,
New York,Adidas,Ultra Boost,Male,41,Pink,Shoe,139.00,8/5/15,11:53 AM,---,---,
New York,Adidas,Ultra Boost,Male,46,Green,Shoe,139.00,8/31/15,1:20 PM,51569,51569.00,
New York,Adidas,Ultra Boost,Male,37,Pink,Shoe,139.00,8/17/15,10:10 AM,57528,57528.00,
New York,Adidas,Ultra Boost,Male,40,Multicolor,Shoe,139.00,8/20/15,4:41 PM,---,---,
New York,Adidas,Rocket Boost,Male,44,Black,Shoe,110.00,8/11/15,1:05 PM,---,---,
New York,Adidas,Rocket Boost,Female,41,Multicolor,Shoe,100.00,8/22/15,3:31 PM,---,---,
New York,Adidas,Rocket Boost,Female,42,Grey,Shoe,100.00,8/7/15,5:15 PM,55684,55684.00,
New York,Adidas,Rocket Boost,Female,45,Black,Shoe,100.00,8/22/15,2:24 PM,53044,53044.00,
New York,Adidas,Rocket Boost,Male,42,Green,Shoe,110.00,8/1/15,1:28 PM,58692,58692.00,
New York,Adidas,Rocket Boost,Male,43,Multicolor,Shoe,110.00,8/7/15,1:34 PM,50224,50224.00,
New York,Adidas,Rocket Boost,Female,39,Black,Shoe,100.00,8/12/15,12:42 PM,50428,50428.00,
New York,Adidas,Rocket Boost,Male,43,Black,Shoe,110.00,8/6/15,1:41 PM,---,---,
New York,Adidas,Rocket Boost,Male,43,Multicolor,Shoe,110.00,8/21/15,1:56 PM,52077,52077.00,
New York,Adidas,Boston 5,Female,46,Grey,Shoe,120.00,8/22/15,11:28 AM,55717,55717.00,
New York,Adidas,Boston 5,Male,39,Black,Shoe,125.00,8/31/15,10:25 AM,53339,53339.00,
New York,Adidas,Boston 5,Female,44,Grey,Shoe,120.00,8/4/15,1:03 PM,54853,54853.00,
New York,Adidas,Boston 5,Female,45,Yellow,Shoe,120.00,8/24/15,9:34 AM,56494,56494.00,
New York,Adidas,Boston 5,Female,38,Multicolor,Shoe,120.00,8/5/15,12:50 PM,51063,51063.00,
New York,Adidas,Boston 5,Female,37,Yellow,Shoe,120.00,8/14/15,2:56 PM,51163,51163.00,
New York,Adidas,Ultra Boost,Male,38,Pink,Shoe,139.00,8/26/15,2:04 PM,---,---,
New York,Adidas,Ultra Boost,Female,46,Pink,Shoe,139.00,8/19/15,3:18 PM,56576,56576.00,
New York,Adidas,Ultra Boost,Female,37,Yellow,Shoe,139.00,8/28/15,1:16 PM,---,---,
New York,Adidas,Rocket Boost,Male,40,Pink,Shoe,110.00,8/11/15,12:32 PM,58144,58144.00,
New York,Adidas,Rocket Boost,Male,36,Black,Shoe,110.00,8/1/15,1:52 PM,51967,51967.00,
New York,Adidas,Rocket Boost,Female,45,Blue,Shoe,100.00,8/25/15,11:10 AM,56585,56585.00,
New York,Adidas,Boston 5,Male,41,Pink,Shoe,125.00,8/5/15,12:37 PM,54943,54943.00,
New York,Adidas,Boston 5,Female,40,Pink,Shoe,120.00,8/5/15,10:36 AM,58450,58450.00,
New York,Adidas,Boston 5,Male,41,Green,Shoe,125.00,8/28/15,1:33 PM,51083,51083.00,
New York,Adidas,Boston 5,Male,45,Black,Shoe,125.00,8/27/15,9:54 AM,55325,55325.00,
New York,Adidas,Boston 5,Male,46,Yellow,Shoe,125.00,8/7/15,9:52 AM,---,---,
New York,Adidas,Boston 5,Male,37,Black,Shoe,125.00,8/25/15,3:57 PM,53021,53021.00,
New York,Adidas,Boston 5,Male,40,Grey,Shoe,125.00,8/22/15,12:18 PM,56773,56773.00,
New York,Adidas,Boston 5,Male,39,Grey,Shoe,125.00,8/14/15,4:38 PM,---,---,
New York,Adidas,Ultra Boost,Male,37,Yellow,Shoe,139.00,8/20/15,10:10 AM,59693,59693.00,
New York,Adidas,Ultra Boost,Female,44,Pink,Shoe,139.00,8/18/15,4:07 PM,59053,59053.00,
New York,Adidas,Ultra Boost,Female,42,Multicolor,Shoe,139.00,8/13/15,5:27 PM,54688,54688.00,
New York,Adidas,Ultra Boost,Male,39,Yellow,Shoe,139.00,8/1/15,4:44 PM,---,---,
New York,Adidas,Ultra Boost,Female,44,Black,Shoe,139.00,8/10/15,1:20 PM,---,---,
New York,Adidas,Rocket Boost,Male,40,Yellow,Shoe,110.00,8/31/15,4:15 PM,51446,51446.00,
New York,Adidas,Rocket Boost,Male,39,Black,Shoe,110.00,8/24/15,1:07 PM,59314,59314.00,
New York,Adidas,Rocket Boost,Male,45,Grey,Shoe,110.00,8/11/15,3:00 PM,56180,56180.00,
New York,Adidas,Rocket Boost,Female,36,Blue,Shoe,100.00,8/4/15,10:15 AM,---,---,
New York,Adidas,Rocket Boost,Female,38,Blue,Shoe,100.00,8/2/15,12:37 PM,---,---,
New York,Adidas,Rocket Boost,Male,45,Pink,Shoe,110.00,8/1/15,10:46 AM,---,---,
New York,Adidas,Boston 5,Female,39,Blue,Shoe,120.00,8/13/15,11:42 AM,50916,50916.00,
New York,Adidas,Boston 5,Male,45,Grey,Shoe,125.00,8/2/15,12:42 PM,56637,56637.00,
New York,Adidas,Boston 5,Female,46,Black,Shoe,120.00,8/15/15,2:58 PM,59577,59577.00,
New York,Adidas,Boston 5,Female,40,Green,Shoe,120.00,8/3/15,4:15 PM,52750,52750.00,
New York,Adidas,Boston 5,Female,41,Pink,Shoe,120.00,8/12/15,2:43 PM,57822,57822.00,
New York,Adidas,Boston 5,Female,38,Yellow,Shoe,120.00,8/18/15,10:08 AM,54979,54979.00,
New York,Adidas,Boston 5,Male,36,Green,Shoe,125.00,8/6/15,12:26 PM,---,---,
New York,Adidas,Ultra Boost,Male,43,Grey,Shoe,139.00,8/29/15,3:32 PM,57025,57025.00,
New York,Adidas,Ultra Boost,Male,45,Black,Shoe,139.00,8/18/15,3:42 PM,51953,51953.00,
New York,Adidas,Ultra Boost,Male,46,Green,Shoe,139.00,8/6/15,12:49 PM,55980,55980.00,
New York,Adidas,Ultra Boost,Female,36,Grey,Shoe,139.00,8/5/15,2:10 PM,57962,57962.00,
New York,Adidas,Ultra Boost,Male,39,Blue,Shoe,139.00,8/19/15,12:47 PM,58439,58439.00,
New York,Adidas,Rocket Boost,Female,42,Grey,Shoe,100.00,8/31/15,4:44 PM,53665,53665.00,
New York,Adidas,Rocket Boost,Female,39,Multicolor,Shoe,100.00,8/18/15,12:00 PM,51129,51129.00,
New York,Adidas,Rocket Boost,Female,36,Black,Shoe,100.00,8/21/15,5:38 PM,51081,51081.00,
New York,Adidas,Rocket Boost,Male,42,Pink,Shoe,110.00,8/3/15,2:46 PM,59001,59001.00,
New York,Adidas,Boston 5,Female,39,Green,Shoe,120.00,8/18/15,2:51 PM,53366,53366.00,
New York,Adidas,Boston 5,Female,45,Yellow,Shoe,120.00,8/24/15,3:34 PM,52078,52078.00,
New York,Adidas,Boston 5,Female,46,Multicolor,Shoe,120.00,8/19/15,3:00 PM,51270,51270.00,
New York,Adidas,Rocket Boost,Male,40,Pink,Shoe,110.00,8/16/15,1:30 PM,54836,54836.00,
New York,Adidas,Rocket Boost,Male,46,Multicolor,Shoe,110.00,8/25/15,11:37 AM,53879,53879.00,
New York,Adidas,Rocket Boost,Female,39,Black,Shoe,100.00,8/16/15,2:37 PM,54072,54072.00,
New York,Adidas,Rocket Boost,Male,39,Multicolor,Shoe,110.00,8/10/15,1:23 PM,---,---,
New York,Adidas,Rocket Boost,Female,43,Yellow,Shoe,100.00,8/4/15,12:16 PM,55917,55917.00,
New York,Adidas,Rocket Boost,Female,41,Blue,Shoe,100.00,8/31/15,3:32 PM,56870,56870.00,
New York,Adidas,Boston 5,Male,44,Black,Shoe,125.00,8/25/15,2:37 PM,58720,58720.00,
New York,Adidas,Boston 5,Male,40,Grey,Shoe,125.00,8/1/15,5:27 PM,52614,52614.00,
New York,Adidas,Boston 5,Male,40,Grey,Shoe,125.00,8/29/15,10:52 AM,51261,51261.00,
New York,Adidas,Boston 5,Male,39,Pink,Shoe,125.00,8/27/15,1:03 PM,53627,53627.00,
New York,Adidas,Boston 5,Female,40,Yellow,Shoe,120.00,8/28/15,4:49 PM,---,---,
New York,Adidas,Boston 5,Male,44,Yellow,Shoe,125.00,8/4/15,4:57 PM,54286,54286.00,
New York,Adidas,Ultra Boost,Male,42,Black,Shoe,139.00,8/24/15,9:45 AM,58134,58134.00,
New York,Adidas,Ultra Boost,Male,46,Grey,Shoe,139.00,8/31/15,3:37 PM,---,---,
New York,Adidas,Ultra Boost,Female,44,Black,Shoe,139.00,8/9/15,12:39 PM,58761,58761.00,
New York,Adidas,Rocket Boost,Female,38,Blue,Shoe,100.00,8/1/15,4:28 PM,52585,52585.00,
New York,Adidas,Boston 5,Female,43,Blue,Shoe,120.00,8/19/15,5:12 PM,---,---,
New York,Adidas,Boston 5,Female,41,Pink,Shoe,120.00,8/15/15,9:54 AM,55235,55235.00,
New York,Adidas,Boston 5,Female,36,Black,Shoe,120.00,8/19/15,4:08 PM,58171,58171.00,
New York,Adidas,Boston 5,Female,39,Multicolor,Shoe,120.00,8/3/15,10:16 AM,---,---,
New York,Adidas,Boston 5,Female,37,Pink,Shoe,120.00,8/11/15,3:31 PM,54076,54076.00,
New York,Adidas,Boston 5,Female,40,Green,Shoe,120.00,8/24/15,10:52 AM,57545,57545.00,
New York,Adidas,Ultra Boost,Female,41,Yellow,Shoe,139.00,8/10/15,2:40 PM,55554,55554.00,
New York,Adidas,Ultra Boost,Male,45,Black,Shoe,139.00,8/4/15,10:25 AM,56951,56951.00,
New York,Adidas,Ultra Boost,Female,36,Grey,Shoe,139.00,8/27/15,12:08 PM,---,---,
New York,Adidas,Ultra Boost,Male,40,Multicolor,Shoe,139.00,8/13/15,11:55 AM,55168,55168.00,
New York,Adidas,Ultra Boost,Male,39,Blue,Shoe,139.00,8/11/15,4:39 PM,---,---,
New York,Adidas,Rocket Boost,Female,42,Grey,Shoe,100.00,8/31/15,4:48 PM,57866,57866.00,
New York,Adidas,Boston 5,Female,36,Black,Shoe,120.00,8/3/15,11:19 AM,56005,56005.00,
New York,Adidas,Boston 5,Male,43,Green,Shoe,125.00,8/8/15,10:16 AM,---,---,
New York,Adidas,Boston 5,Female,43,Blue,Shoe,120.00,8/30/15,3:04 PM,51101,51101.00,
New York,Adidas,Boston 5,Male,41,Yellow,Shoe,125.00,8/29/15,2:32 PM,59046,59046.00,
New York,Adidas,Boston 5,Female,39,Green,Shoe,120.00,8/23/15,4:41 PM,59256,59256.00,
New York,Adidas,Boston 5,Male,41,Blue,Shoe,125.00,8/29/15,12:04 PM,53933,53933.00,
New York,Adidas,Boston 5,Male,37,Pink,Shoe,125.00,8/14/15,11:24 AM,---,---,
New York,Adidas,Boston 5,Female,43,Blue,Shoe,120.00,8/30/15,11:28 AM,---,---,
New York,Adidas,Boston 5,Male,37,Black,Shoe,125.00,8/16/15,3:32 PM,---,---,
New York,Adidas,Ultra Boost,Female,41,Grey,Shoe,139.00,8/3/15,3:44 PM,55629,55629.00,
New York,Adidas,Ultra Boost,Male,37,Pink,Shoe,139.00,8/3/15,4:16 PM,---,---,
New York,Adidas,Rocket Boost,Male,36,Black,Shoe,110.00,8/19/15,3:03 PM,---,---,
New York,Adidas,Rocket Boost,Female,46,Pink,Shoe,100.00,8/22/15,4:39 PM,58059,58059.00,
New York,Adidas,Rocket Boost,Male,39,Multicolor,Shoe,110.00,8/16/15,12:31 PM,58229,58229.00,
New York,Adidas,Rocket Boost,Female,38,Pink,Shoe,100.00,8/7/15,10:43 AM,50223,50223.00,
New York,Adidas,Rocket Boost,Female,42,Multicolor,Shoe,100.00,8/4/15,3:03 PM,51899,51899.00,
New York,Adidas,Rocket Boost,Female,41,Blue,Shoe,100.00,8/24/15,4:16 PM,---,---,
New York,Adidas,Boston 5,Female,40,Pink,Shoe,120.00,8/19/15,9:45 AM,55124,55124.00,
New York,Adidas,Boston 5,Male,41,Grey,Shoe,125.00,8/30/15,10:48 AM,---,---,
New York,Adidas,Boston 5,Male,41,Green,Shoe,125.00,8/3/15,3:24 PM,---,---,
New York,Adidas,Boston 5,Male,45,Black,Shoe,125.00,8/20/15,1:39 PM,---,---,
New York,Adidas,Boston 5,Male,45,Black,Shoe,125.00,8/5/15,5:12 PM,58215,58215.00,
New York,Adidas,Boston 5,Male,37,Black,Shoe,125.00,8/30/15,10:59 AM,55510,55510.00,
New York,Adidas,Boston 5,Female,38,Black,Shoe,120.00,8/30/15,2:12 PM,56832,56832.00,
New York,Adidas,Boston 5,Female,43,Green,Shoe,120.00,8/20/15,5:12 PM,59541,59541.00,
New York,Adidas,Ultra Boost,Male,42,Black,Shoe,139.00,8/3/15,9:37 AM,57511,57511.00,
New York,Adidas,Rocket Boost,Female,46,Pink,Shoe,100.00,8/23/15,12:00 PM,52311,52311.00,
New York,Adidas,Rocket Boost,Male,40,Green,Shoe,110.00,8/13/15,5:06 PM,55298,55298.00,
New York,Adidas,Rocket Boost,Male,45,Pink,Shoe,110.00,8/27/15,4:56 PM,50265,50265.00,
New York,Adidas,Boston 5,Male,46,Grey,Shoe,125.00,8/7/15,4:15 PM,57105,57105.00,
New York,Adidas,Boston 5,Female,36,Green,Shoe,120.00,8/4/15,11:51 AM,---,---,
New York,Adidas,Boston 5,Female,42,Multicolor,Shoe,120.00,8/8/15,3:01 PM,57657,57657.00,
New York,Adidas,Boston 5,Female,40,Green,Shoe,120.00,8/1/15,5:01 PM,---,---,
New York,Adidas,Ultra Boost,Male,46,Green,Shoe,139.00,8/21/15,11:38 AM,---,---,
New York,Adidas,Ultra Boost,Male,40,Multicolor,Shoe,139.00,8/7/15,12:34 PM,59215,59215.00,
New York,Adidas,Ultra Boost,Male,39,Blue,Shoe,139.00,8/23/15,11:06 AM,55994,55994.00,
New York,Adidas,Rocket Boost,Female,36,Black,Shoe,100.00,8/18/15,10:54 AM,52698,52698.00,
New York,Adidas,Rocket Boost,Male,43,Multicolor,Shoe,110.00,8/24/15,11:53 AM,---,---,
New York,Adidas,Boston 5,Female,36,Black,Shoe,120.00,8/3/15,1:36 PM,---,---,
New York,Adidas,Boston 5,Male,43,Green,Shoe,125.00,8/9/15,11:58 AM,---,---,
New York,Adidas,Boston 5,Female,43,Blue,Shoe,120.00,8/21/15,10:15 AM,57724,57724.00,
New York,Adidas,Boston 5,Male,45,Grey,Shoe,125.00,8/1/15,1:07 PM,59464,59464.00,
New York,Adidas,Boston 5,Female,46,Multicolor,Shoe,120.00,8/6/15,9:55 AM,---,---,
New York,Adidas,Rocket Boost,Male,36,Black,Shoe,110.00,8/3/15,10:34 AM,58908,58908.00,
New York,Adidas,Rocket Boost,Female,39,Black,Shoe,100.00,8/7/15,9:49 AM,56341,56341.00,
New York,Adidas,Rocket Boost,Female,45,Multicolor,Shoe,100.00,8/26/15,12:47 PM,57985,57985.00,
